Skew,Kurtosis,b,c,d,_RHS_
2,7.3,0.86094,0.571307,-0.11403,1.56E-20
2,7.4,0.739834,0.247671,0.061537,4.31E-16
2,7.5,0.734688,0.24499,0.063467,2.32E-24
2,7.6,0.729648,0.242441,0.065335,8.71E-20
2,7.7,0.724707,0.240014,0.067144,2.73E-20
2,7.8,0.719862,0.237698,0.0689,1.95E-17
2,7.9,0.715106,0.235484,0.070605,5.55E-25
2,8,0.710437,0.233363,0.072264,1.77E-18
2,8.1,0.705849,0.23133,0.073878,3.03E-19
2,8.2,0.701339,0.229377,0.075451,4.96E-20
2,8.3,0.696905,0.227498,0.076986,7.79E-21
2,8.4,0.692541,0.22569,0.078484,1.17E-21
2,8.5,0.688246,0.223946,0.079947,2.38E-27
2,8.6,0.684017,0.222264,0.081378,2.98E-15
2,8.7,0.67985,0.220638,0.082778,7.17E-16
2,8.8,0.675744,0.219066,0.084148,1.66E-16
2,8.9,0.671696,0.217545,0.085491,1.92E-17
2,9,0.667704,0.216071,0.086807,1.82E-17
2,9.1,0.663765,0.214641,0.088098,4.46E-18
2,9.2,0.659878,0.213255,0.089364,1.06E-18
2,9.3,0.656041,0.211908,0.090608,5.15E-17
2,9.4,0.652252,0.2106,0.091829,6.02E-18
2,9.5,0.64851,0.209327,0.093029,1.25E-17
2,9.6,0.644813,0.208089,0.094209,5.09E-21
2,9.7,0.641159,0.206884,0.09537,1.15E-21
2,9.8,0.637547,0.20571,0.096512,7.06E-22
2,9.9,0.633975,0.204565,0.097636,1.65E-22
2,10,0.630444,0.203449,0.098742,3.77E-23
2,10.1,0.62695,0.20236,0.099832,8.40E-24
2,10.2,0.623493,0.201296,0.100906,1.75E-21
2,10.3,0.620072,0.200258,0.101965,5.11E-22
2,10.4,0.616686,0.199243,0.103008,1.51E-22
2,10.5,0.613334,0.198251,0.104037,4.49E-23
2,10.6,0.610015,0.197281,0.105052,1.35E-23
2,10.7,0.606728,0.196332,0.106054,3.57E-20
2,10.8,0.603472,0.195403,0.107043,4.71E-20
2,10.9,0.600247,0.194494,0.108019,6.24E-20
2,11,0.597051,0.193603,0.108983,2.97E-20
2,11.1,0.593883,0.19273,0.109934,1.28E-15
2,11.2,0.590744,0.191875,0.110875,2.84E-27
2,11.3,0.587632,0.191036,0.111804,1.61E-21
2,11.4,0.584546,0.190213,0.112722,4.24E-24
2,11.5,0.581487,0.189406,0.11363,4.31E-21
2,11.6,0.578452,0.188614,0.114528,5.37E-27
2,11.7,0.575443,0.187837,0.115415,3.34E-27
2,11.8,0.572457,0.187074,0.116293,3.62E-24
2,11.9,0.569496,0.186324,0.117162,5.81E-24
2,12,0.566557,0.185587,0.118021,1.83E-25
2,12.1,0.563641,0.184863,0.118871,2.50E-20
2,12.2,0.560747,0.184152,0.119713,3.30E-21
2,12.3,0.557874,0.183453,0.120546,2.01E-21
2,12.4,0.555022,0.182765,0.121371,2.82E-21
2,12.5,0.552191,0.182088,0.122188,3.94E-21
2,12.6,0.549381,0.181423,0.122996,5.47E-21
2,12.7,0.54659,0.180768,0.123798,7.57E-21
2,12.8,0.543818,0.180123,0.124591,1.04E-20
2,12.9,-1.11214,0.496646,0.194213,3.92E-17
2,13,-1.11659,0.494815,0.195508,2.90E-25
2,13.1,-1.12104,0.492973,0.196799,3.57E-17
2,13.2,-1.12546,0.491118,0.198088,1.49E-17
2,13.3,-1.12988,0.489252,0.199374,1.36E-25
2,13.4,-1.13428,0.487375,0.200658,1.63E-20
2,13.5,0.524927,0.175877,0.12995,4.71E-18
2,13.6,0.522297,0.175305,0.130689,5.83E-18
2,13.7,0.519683,0.174742,0.131422,7.24E-18
2,13.8,0.517085,0.174186,0.132149,9.01E-18
2,13.9,0.514503,0.173638,0.13287,1.13E-17
2,14,0.511936,0.173098,0.133585,8.60E-21
2,14.1,0.509384,0.172565,0.134295,1.05E-16
2,14.2,0.506847,0.172039,0.134999,1.88E-21
2,14.3,0.504324,0.17152,0.135697,5.79E-22
2,14.4,0.501816,0.171007,0.136391,3.34E-17
2,14.5,0.499322,0.170502,0.137079,1.45E-16
2,14.6,-1.18574,0.464099,0.215806,1.12E-21
2,14.7,-1.18989,0.462109,0.217045,1.30E-23
2,14.8,-1.19402,0.460113,0.218279,4.61E-24
2,14.9,-1.19812,0.458111,0.219509,4.34E-18
2,15,-1.2022,0.456105,0.220735,8.93E-21
2,15.1,0.484639,0.1676,0.141102,2.20E-25
2,15.2,0.482237,0.167137,0.141755,1.48E-14
2,15.3,0.479847,0.166679,0.142405,3.20E-18
2,15.4,0.47747,0.166227,0.14305,3.10E-19
2,15.5,0.475104,0.16578,0.14369,2.30E-25
2,15.6,0.47275,0.165339,0.144326,1.79E-18
2,15.7,-1.22992,0.441975,0.229172,8.01E-29
2,15.8,-1.23375,0.43995,0.230355,3.04E-18
2,15.9,-1.23755,0.437925,0.231532,2.17E-18
2,16,-1.24132,0.435901,0.232703,4.64E-19
2,16.1,-1.24505,0.433879,0.233868,4.55E-19
2,16.2,0.458863,0.162793,0.148057,3.93E-17
2,16.3,0.456586,0.162385,0.148665,4.06E-28
2,16.4,0.45432,0.161982,0.149269,1.33E-27
2,16.5,0.452064,0.161582,0.14987,2.62E-25
2,16.6,0.449818,0.161188,0.150467,2.31E-16
2,16.7,0.447582,0.160797,0.15106,4.10E-28
2,16.8,0.445356,0.16041,0.15165,1.22E-22
2,16.9,0.44314,0.160028,0.152236,5.18E-15
2,17,0.440933,0.159649,0.152819,3.26E-23
2,17.1,1.280302,0.413847,-0.24513,8.11E-22
2,17.2,1.28361,0.411876,-0.24622,1.32E-23
2,17.3,1.286876,0.409912,-0.24729,2.91E-16
2,17.4,0.4322,0.158172,0.155117,6.79E-25
2,17.5,0.430039,0.157812,0.155683,2.09E-24
2,17.6,0.427887,0.157456,0.156246,1.97E-17
2,17.7,0.425744,0.157103,0.156806,1.08E-20
2,17.8,0.423609,0.156754,0.157363,3.01E-20
2,17.9,0.421483,0.156408,0.157917,5.59E-19
2,18,0.419366,0.156065,0.158468,9.85E-19
2,18.1,0.417256,0.155725,0.159016,1.72E-18
2,18.2,0.415155,0.155389,0.159562,2.96E-18
2,18.3,0.413062,0.155056,0.160104,3.11E-20
2,18.4,0.410977,0.154726,0.160643,4.15E-20
2,18.5,-1.32279,0.387111,0.259548,2.31E-15
2,18.6,-1.32551,0.385286,0.260512,1.11E-18
2,18.7,-1.32819,0.383473,0.261467,1.01E-21
2,18.8,-1.33083,0.381674,0.262413,4.94E-21
2,18.9,-1.33342,0.379888,0.26335,2.39E-21
2,19,-1.33597,0.378116,0.264278,5.39E-21
2,19.1,0.396595,0.152497,0.164344,1.18E-24
2,19.2,0.39457,0.15219,0.164862,2.12E-24
2,19.3,0.392552,0.151886,0.165378,3.82E-24
2,19.4,0.390542,0.151584,0.165891,6.91E-24
2,19.5,0.388538,0.151285,0.166402,1.25E-23
2,19.6,-1.35044,0.367775,0.269659,1.43E-20
2,19.7,-1.35272,0.366101,0.270525,3.31E-25
2,19.8,-1.35496,0.364442,0.271382,5.70E-18
2,19.9,-1.35715,0.362798,0.272231,1.04E-17
2,20,-1.35931,0.361167,0.273071,9.07E-29
2.1,5.6,0.814273,0.513586,-0.04306,0.000921
2.1,5.7,0.805703,0.51594,-0.0422,0.000262
2.1,5.8,0.797117,0.518305,-0.04135,4.56E-06
2.1,5.9,-0.7713,0.554046,0.054895,5.11E-21
2.1,6,-0.76397,0.565723,0.060977,1.65E-15
2.1,6.1,-0.76062,0.572703,0.065481,2.73E-14
2.1,6.2,-0.75927,0.577514,0.069245,9.86E-16
2.1,6.3,-0.75916,0.581039,0.072562,8.37E-19
2.1,6.4,-0.75993,0.583706,0.075575,7.12E-21
2.1,6.5,0.817563,0.340457,0.01921,4.04E-21
2.1,6.6,0.810973,0.330123,0.02381,1.99E-15
2.1,6.7,0.804298,0.321156,0.02799,8.63E-19
2.1,6.8,0.797649,0.313273,0.03182,1.07E-16
2.1,6.9,0.79109,0.306265,0.035358,1.48E-19
2.1,7,0.784651,0.299973,0.038648,6.18E-16
2.1,7.1,0.77835,0.294277,0.041725,1.44E-17
2.1,7.2,0.772192,0.289081,0.044618,3.76E-19
2.1,7.3,0.76618,0.284311,0.04735,1.13E-20
2.1,7.4,0.760309,0.279908,0.049941,4.92E-24
2.1,7.5,0.754577,0.275822,0.052405,3.83E-14
2.1,7.6,0.748978,0.272014,0.054758,4.72E-15
2.1,7.7,0.743505,0.268451,0.057009,6.32E-16
2.1,7.8,0.738153,0.265106,0.059169,9.54E-17
2.1,7.9,-0.8084,0.589373,0.107599,4.64E-18
2.1,8,-0.81262,0.588826,0.109341,3.57E-22
2.1,8.1,-0.81689,0.588224,0.111057,1.95E-20
2.1,8.2,-0.8212,0.587572,0.112749,1.58E-22
2.1,8.3,-0.82556,0.586872,0.114419,1.66E-21
2.1,8.4,-0.82995,0.586128,0.116068,1.07E-23
2.1,8.5,0.703628,0.24618,0.072309,5.61E-24
2.1,8.6,0.699058,0.243959,0.073963,1.88E-24
2.1,8.7,0.694565,0.24183,0.075574,8.70E-26
2.1,8.8,0.690148,0.239786,0.077142,1.04E-26
2.1,8.9,0.685802,0.237822,0.078672,7.97E-15
2.1,9,0.681524,0.235931,0.080164,9.59E-18
2.1,9.1,0.677312,0.234109,0.081622,1.37E-18
2.1,9.2,0.673163,0.232352,0.083047,1.13E-19
2.1,9.3,0.669075,0.230654,0.084441,3.38E-20
2.1,9.4,0.665044,0.229013,0.085805,1.45E-22
2.1,9.5,0.661069,0.227425,0.087141,2.85E-25
2.1,9.6,0.657148,0.225887,0.088451,3.18E-18
2.1,9.7,0.653278,0.224397,0.089735,3.75E-18
2.1,9.8,0.649458,0.222951,0.090996,1.25E-19
2.1,9.9,0.645687,0.221547,0.092233,2.38E-20
2.1,10,0.641962,0.220182,0.093448,2.14E-20
2.1,10.1,0.638281,0.218856,0.094641,1.96E-20
2.1,10.2,0.634644,0.217566,0.095815,1.80E-20
2.1,10.3,0.631049,0.21631,0.096969,1.63E-20
2.1,10.4,0.627495,0.215087,0.098104,1.42E-24
2.1,10.5,-0.92644,0.563587,0.147496,7.35E-19
2.1,10.6,-0.93112,0.562271,0.148891,8.72E-23
2.1,10.7,-0.61706,0.211597,-0.10141,6.83E-20
2.1,10.8,-0.94049,0.559587,0.151662,7.73E-20
2.1,10.9,-0.94518,0.55822,0.153039,3.22E-20
2.1,11,-0.94986,0.556836,0.15441,9.80E-24
2.1,11.1,-0.95455,0.555436,0.155776,3.62E-16
2.1,11.2,-0.95923,0.554019,0.157137,1.97E-15
2.1,11.3,-0.96392,0.552587,0.158493,6.02E-19
2.1,11.4,-0.9686,0.551139,0.159844,1.09E-27
2.1,11.5,-0.97328,0.549676,0.161191,3.78E-25
2.1,11.6,0.587595,0.202481,0.110501,7.56E-27
2.1,11.7,0.584471,0.201572,0.111447,3.58E-27
2.1,11.8,0.581374,0.200682,0.112382,1.45E-27
2.1,11.9,0.578303,0.199809,0.113305,5.28E-28
2.1,12,0.575258,0.198953,0.114218,1.70E-28
2.1,12.1,0.572239,0.198113,0.11512,5.27E-28
2.1,12.2,0.569244,0.197289,0.116012,6.31E-17
2.1,12.3,0.566273,0.19648,0.116894,1.14E-17
2.1,12.4,0.563326,0.195686,0.117766,1.43E-18
2.1,12.5,0.560401,0.194905,0.118629,6.22E-20
2.1,12.6,0.557499,0.194139,0.119483,7.54E-22
2.1,12.7,0.554619,0.193386,0.120328,1.08E-19
2.1,12.8,0.55176,0.192646,0.121165,1.37E-19
2.1,12.9,0.548922,0.191918,0.121993,1.74E-19
2.1,13,0.546105,0.191202,0.122812,2.21E-19
2.1,13.1,0.543307,0.190498,0.123624,2.79E-19
2.1,13.2,0.54053,0.189806,0.124428,3.52E-19
2.1,13.3,0.537771,0.189124,0.125224,2.19E-16
2.1,13.4,0.535032,0.188453,0.126013,3.79E-16
2.1,13.5,0.53231,0.187793,0.126794,6.48E-16
2.1,13.6,0.529607,0.187143,0.127568,1.09E-15
2.1,13.7,0.526922,0.186503,0.128336,1.82E-15
2.1,13.8,0.524254,0.185872,0.129096,3.99E-25
2.1,13.9,0.521603,0.185251,0.12985,1.15E-17
2.1,14,0.518969,0.184639,0.130597,8.28E-18
2.1,14.1,0.516351,0.184035,0.131338,3.41E-20
2.1,14.2,0.513749,0.183441,0.132073,5.59E-20
2.1,14.3,0.511163,0.182854,0.132801,9.10E-20
2.1,14.4,0.508593,0.182276,0.133524,1.47E-19
2.1,14.5,0.506038,0.181706,0.13424,2.34E-19
2.1,14.6,0.503498,0.181144,0.134951,1.26E-19
2.1,14.7,0.500972,0.180589,0.135657,1.60E-19
2.1,14.8,0.498461,0.180042,0.136356,2.04E-19
2.1,14.9,0.495964,0.179502,0.137051,2.60E-19
2.1,15,0.493481,0.178969,0.13774,3.32E-19
2.1,15.1,0.491012,0.178443,0.138424,1.81E-19
2.1,15.2,0.488556,0.177924,0.139103,4.66E-21
2.1,15.3,0.486114,0.177411,0.139776,5.96E-23
2.1,15.4,0.483684,0.176905,0.140445,1.87E-22
2.1,15.5,0.481268,0.176405,0.141109,5.98E-23
2.1,15.6,-1.15909,0.478388,0.21376,2.07E-18
2.1,15.7,-1.16333,0.476432,0.214983,1.48E-18
2.1,15.8,-1.16754,0.47447,0.216202,5.44E-18
2.1,15.9,-1.17173,0.472503,0.217417,1.76E-17
2.1,16,-1.1759,0.47053,0.218628,1.86E-17
2.1,16.1,-1.18004,0.468552,0.219835,6.72E-17
2.1,16.2,-1.18415,0.466569,0.221038,7.37E-27
2.1,16.3,-1.18824,0.464583,0.222237,5.05E-29
2.1,16.4,-1.1923,0.462592,0.223431,1.80E-19
2.1,16.5,-1.19633,0.460599,0.224621,2.38E-22
2.1,16.6,-1.20033,0.458603,0.225806,9.82E-21
2.1,16.7,0.453198,0.17085,0.14873,4.64E-22
2.1,16.8,0.450931,0.170421,0.149338,3.45E-19
2.1,16.9,0.448674,0.169996,0.149943,2.37E-17
2.1,17,0.446428,0.169576,0.150543,5.34E-16
2.1,17.1,0.444191,0.169161,0.151141,1.70E-28
2.1,17.2,0.441965,0.16875,0.151734,1.13E-26
2.1,17.3,0.439748,0.168343,0.152324,1.33E-20
2.1,17.4,0.43754,0.167941,0.15291,1.57E-20
2.1,17.5,0.435343,0.167542,0.153493,1.83E-20
2.1,17.6,0.433154,0.167148,0.154073,2.07E-20
2.1,17.7,0.430975,0.166758,0.154649,2.29E-20
2.1,17.8,0.428805,0.166372,0.155222,2.46E-20
2.1,17.9,0.426644,0.16599,0.155791,1.43E-24
2.1,18,0.424492,0.165611,0.156358,1.61E-22
2.1,18.1,0.422349,0.165236,0.156921,1.27E-20
2.1,18.2,0.420214,0.164865,0.157481,1.16E-18
2.1,18.3,0.418088,0.164498,0.158038,1.56E-16
2.1,18.4,-1.26661,0.422794,0.246144,8.05E-29
2.1,18.5,-1.26993,0.420843,0.247209,9.75E-21
2.1,18.6,-1.27322,0.418901,0.248267,5.20E-20
2.1,18.7,-1.27646,0.416966,0.249317,1.02E-16
2.1,18.8,-1.27967,0.415039,0.250359,3.72E-16
2.1,18.9,0.405503,0.162366,0.161318,3.34E-28
2.1,19,0.403434,0.162023,0.161854,2.55E-23
2.1,19.1,0.401372,0.161682,0.162388,1.01E-23
2.1,19.2,0.399318,0.161345,0.162919,2.68E-14
2.1,19.3,0.397271,0.16101,0.163448,7.92E-16
2.1,19.4,0.395232,0.160679,0.163974,2.98E-21
2.1,19.5,0.3932,0.160351,0.164497,4.22E-18
2.1,19.6,0.391176,0.160025,0.165017,2.16E-25
2.1,19.7,0.389158,0.159703,0.165535,5.16E-25
2.1,19.8,0.387148,0.159383,0.166051,1.12E-24
2.1,19.9,0.385144,0.159066,0.166564,2.24E-24
2.1,20,0.383148,0.158752,0.167074,4.13E-24
2.2,6.3,0.771772,0.532823,-0.03848,0.000843
2.2,6.4,0.763149,0.535155,-0.03766,0.000244
2.2,6.5,0.749967,0.542969,-0.03863,6.26E-06
2.2,6.6,0.72175,0.573497,-0.04989,2.17E-17
2.2,6.7,0.712169,0.585145,-0.05589,5.05E-14
2.2,6.8,-0.70766,0.591951,0.060343,1.49E-14
2.2,6.9,-0.70563,0.596561,0.06407,2.72E-14
2.2,7,-0.70513,0.599886,0.067363,6.96E-17
2.2,7.1,-0.70567,0.60236,0.07036,3.30E-14
2.2,7.2,-0.70699,0.604227,0.07314,1.22E-22
2.2,7.3,-0.70889,0.60564,0.075751,6.49E-17
2.2,7.4,-0.71125,0.6067,0.078227,1.32E-17
2.2,7.5,-0.71397,0.607478,0.080592,4.38E-19
2.2,7.6,-0.71701,0.608025,0.082864,4.45E-15
2.2,7.7,-0.72029,0.60838,0.085055,4.72E-26
2.2,7.8,0.760018,0.303704,0.045392,1.25E-22
2.2,7.9,0.754192,0.298464,0.048212,3.46E-16
2.2,8,0.748488,0.293653,0.050875,9.84E-15
2.2,8.1,0.742906,0.289211,0.053401,3.94E-15
2.2,8.2,0.737444,0.285088,0.055804,1.55E-16
2.2,8.3,0.732099,0.281243,0.058099,3.78E-19
2.2,8.4,0.726866,0.277644,0.060295,3.04E-20
2.2,8.5,0.721741,0.274263,0.062404,2.95E-21
2.2,8.6,0.71672,0.271077,0.064431,3.50E-22
2.2,8.7,0.711798,0.268065,0.066386,5.13E-23
2.2,8.8,0.70697,0.265211,0.068273,9.21E-24
2.2,8.9,0.769932,0.604382,-0.10756,4.83E-15
2.2,9,0.697581,0.259919,0.071866,2.18E-19
2.2,9.1,0.693012,0.257456,0.073581,7.70E-21
2.2,9.2,0.688522,0.255103,0.075246,2.01E-27
2.2,9.3,0.684107,0.25285,0.076866,2.83E-26
2.2,9.4,0.679764,0.25069,0.078442,1.84E-17
2.2,9.5,-0.79786,0.5994,0.1173,2.21E-20
2.2,9.6,-0.8026,0.598458,0.118862,2.62E-15
2.2,9.7,-0.80735,0.597488,0.120409,1.56E-16
2.2,9.8,-0.81212,0.596492,0.121941,7.87E-20
2.2,9.9,-0.81689,0.595471,0.12346,3.80E-17
2.2,10,0.655058,0.239334,0.087132,2.04E-17
2.2,10.1,0.651143,0.237665,0.08847,1.95E-16
2.2,10.2,0.64728,0.236048,0.089781,3.09E-16
2.2,10.3,0.643467,0.234483,0.091066,2.21E-16
2.2,10.4,0.639703,0.232964,0.092327,9.61E-17
2.2,10.5,0.635985,0.231491,0.093564,2.74E-17
2.2,10.6,-0.85056,0.58771,0.133772,2.12E-24
2.2,10.7,-0.85539,0.586523,0.135205,7.62E-20
2.2,10.8,-0.86022,0.585318,0.13663,2.19E-15
2.2,10.9,-0.86506,0.584095,0.138046,1.07E-22
2.2,11,-0.86989,0.582855,0.139454,6.02E-18
2.2,11.1,0.614575,0.223471,0.100549,7.95E-20
2.2,11.2,0.611143,0.222254,0.101647,1.61E-18
2.2,11.3,0.607748,0.221067,0.102729,2.31E-17
2.2,11.4,0.604387,0.219909,0.103795,1.72E-16
2.2,11.5,0.601061,0.218778,0.104845,7.38E-16
2.2,11.6,0.597767,0.217673,0.105881,2.10E-15
2.2,11.7,0.594505,0.216593,0.106901,2.40E-21
2.2,11.8,0.591274,0.215537,0.107908,2.81E-21
2.2,11.9,0.588073,0.214505,0.108901,8.47E-24
2.2,12,0.584902,0.213494,0.109882,1.08E-25
2.2,12.1,0.581759,0.212505,0.110849,4.21E-16
2.2,12.2,0.578645,0.211537,0.111805,4.42E-21
2.2,12.3,0.575557,0.210588,0.112748,5.46E-26
2.2,12.4,0.572496,0.209658,0.11368,3.18E-25
2.2,12.5,0.569461,0.208747,0.114601,1.55E-25
2.2,12.6,0.566451,0.207853,0.115511,1.09E-25
2.2,12.7,0.563466,0.206976,0.11641,1.44E-25
2.2,12.8,0.560504,0.206116,0.117299,5.84E-25
2.2,12.9,0.557566,0.205272,0.118179,1.14E-19
2.2,13,0.554651,0.204443,0.119048,2.11E-19
2.2,13.1,0.551759,0.203629,0.119908,9.95E-23
2.2,13.2,0.548888,0.202829,0.120759,6.09E-28
2.2,13.3,0.546038,0.202044,0.121602,4.84E-15
2.2,13.4,0.54321,0.201272,0.122435,1.24E-23
2.2,13.5,0.540402,0.200513,0.12326,2.95E-17
2.2,13.6,0.537614,0.199766,0.124077,3.34E-25
2.2,13.7,0.534846,0.199032,0.124886,2.44E-24
2.2,13.8,0.532096,0.19831,0.125686,1.28E-24
2.2,13.9,0.529366,0.197599,0.12648,8.07E-24
2.2,14,0.526654,0.1969,0.127265,2.08E-19
2.2,14.1,0.52396,0.196212,0.128044,2.34E-17
2.2,14.2,0.521284,0.195534,0.128815,8.53E-21
2.2,14.3,0.518625,0.194866,0.12958,1.36E-23
2.2,14.4,0.515983,0.194209,0.130337,8.69E-16
2.2,14.5,0.513358,0.193562,0.131088,1.53E-24
2.2,14.6,0.510749,0.192923,0.131832,5.33E-26
2.2,14.7,0.508156,0.192295,0.13257,3.05E-25
2.2,14.8,0.505579,0.191675,0.133302,3.50E-25
2.2,14.9,0.503017,0.191064,0.134028,8.51E-26
2.2,15,0.500471,0.190462,0.134748,4.43E-26
2.2,15.1,0.497939,0.189867,0.135462,3.11E-18
2.2,15.2,0.495422,0.189282,0.13617,5.35E-18
2.2,15.3,0.49292,0.188704,0.136872,8.93E-18
2.2,15.4,0.490432,0.188133,0.137569,1.45E-17
2.2,15.5,0.487957,0.187571,0.138261,2.31E-17
2.2,15.6,-1.0872,0.511012,0.199315,1.46E-19
2.2,15.7,-1.09171,0.509177,0.20055,5.73E-27
2.2,15.8,-1.09619,0.507332,0.201782,3.20E-27
2.2,15.9,-1.10067,0.505479,0.203012,3.52E-25
2.2,16,-1.10512,0.503616,0.204239,1.32E-20
2.2,16.1,-1.10956,0.501745,0.205463,1.09E-18
2.2,16.2,-1.11398,0.499865,0.206685,2.40E-18
2.2,16.3,0.468634,0.183322,0.143611,1.53E-22
2.2,16.4,0.466275,0.18282,0.144258,2.22E-22
2.2,16.5,0.463927,0.182324,0.144901,1.44E-21
2.2,16.6,0.461591,0.181834,0.14554,2.60E-20
2.2,16.7,0.459267,0.18135,0.146174,1.26E-18
2.2,16.8,0.456953,0.180871,0.146804,1.02E-17
2.2,16.9,0.454651,0.180398,0.147429,3.48E-17
2.2,17,0.45236,0.17993,0.148051,8.07E-20
2.2,17.1,0.450079,0.179468,0.148669,4.06E-23
2.2,17.2,0.447809,0.179011,0.149282,7.63E-23
2.2,17.3,0.445549,0.178559,0.149892,1.22E-22
2.2,17.4,0.4433,0.178112,0.150498,1.70E-22
2.2,17.5,0.441061,0.17767,0.1511,2.14E-22
2.2,17.6,0.438832,0.177232,0.151698,1.05E-21
2.2,17.7,-1.17769,0.470868,0.224634,1.76E-28
2.2,17.8,-1.18174,0.468897,0.2258,2.75E-22
2.2,17.9,-1.18575,0.466925,0.226962,1.15E-22
2.2,18,-1.18974,0.46495,0.228119,6.55E-24
2.2,18.1,-1.1937,0.462974,0.229271,3.76E-22
2.2,18.2,-1.19762,0.460997,0.230419,8.73E-27
2.2,18.3,-1.20152,0.45902,0.231561,5.88E-26
2.2,18.4,-1.20538,0.457042,0.232698,2.29E-26
2.2,18.5,-1.2092,0.455065,0.233829,7.16E-18
2.2,18.6,-1.213,0.453089,0.234955,1.17E-20
2.2,18.7,-1.21676,0.451114,0.236076,1.53E-24
2.2,18.8,0.412812,0.172327,0.158607,1.64E-27
2.2,18.9,0.410701,0.171944,0.159162,2.82E-27
2.2,19,0.408598,0.171566,0.159714,4.67E-27
2.2,19.1,0.406503,0.17119,0.160262,7.98E-27
2.2,19.2,0.404416,0.170819,0.160808,1.37E-26
2.2,19.3,0.402338,0.170451,0.161351,1.44E-22
2.2,19.4,0.400267,0.170086,0.161891,2.95E-22
2.2,19.5,0.398204,0.169725,0.162428,5.37E-22
2.2,19.6,0.396148,0.169367,0.162963,3.59E-19
2.2,19.7,0.3941,0.169012,0.163494,2.78E-16
2.2,19.8,0.39206,0.168661,0.164023,1.19E-26
2.2,19.9,0.390027,0.168313,0.16455,1.89E-26
2.2,20,0.388001,0.167968,0.165073,2.91E-26
2.3,7.1,0.720702,0.553668,-0.03332,0.000405
2.3,7.2,0.711824,0.556011,-0.03255,5.53E-05
2.3,7.3,0.742559,0.517844,-0.0212,6.52E-15
2.3,7.4,0.770838,0.473089,-0.00932,1.45E-19
2.3,7.5,0.782666,0.439877,9.59E-05,3.93E-15
2.3,7.6,-0.648,0.613963,0.057426,4.05E-18
2.3,7.7,-0.64662,0.617433,0.060861,2.81E-13
2.3,7.8,-0.64667,0.619929,0.063963,7.28E-17
2.3,7.9,-0.64775,0.621755,0.066828,1.58E-17
2.3,8,0.771575,0.352528,0.030675,1.26E-14
2.3,8.1,0.765967,0.342897,0.034807,1.19E-20
2.3,8.2,0.760243,0.334513,0.038567,3.13E-18
2.3,8.3,0.754503,0.327111,0.042022,8.59E-15
2.3,8.4,0.748803,0.320499,0.045223,1.18E-25
2.3,8.5,0.743175,0.314534,0.048209,5.27E-24
2.3,8.6,0.737637,0.309107,0.051011,5.00E-15
2.3,8.7,0.732198,0.304135,0.053653,1.26E-16
2.3,8.8,0.726862,0.299551,0.056156,3.07E-18
2.3,8.9,0.721629,0.295302,0.058536,5.38E-21
2.3,9,0.716498,0.291344,0.060806,1.13E-15
2.3,9.1,0.711467,0.287642,0.062979,8.46E-17
2.3,9.2,0.706533,0.284167,0.065062,6.18E-18
2.3,9.3,0.701692,0.280894,0.067066,4.40E-19
2.3,9.4,0.696942,0.277801,0.068996,3.04E-20
2.3,9.5,0.692277,0.274872,0.07086,4.03E-20
2.3,9.6,0.687695,0.272089,0.072662,6.43E-21
2.3,9.7,0.683193,0.269441,0.074407,8.15E-22
2.3,9.8,0.678766,0.266915,0.076099,8.93E-23
2.3,9.9,0.674412,0.264502,0.077743,8.83E-24
2.3,10,0.670128,0.262191,0.079341,3.75E-21
2.3,10.1,-0.73955,0.61637,0.110138,6.87E-23
2.3,10.2,-0.74455,0.615435,0.111729,9.31E-23
2.3,10.3,-0.74956,0.614474,0.113302,5.02E-23
2.3,10.4,-0.75459,0.613489,0.11486,6.69E-19
2.3,10.5,0.649661,0.251936,0.086745,2.42E-23
2.3,10.6,0.645741,0.250103,0.088123,2.36E-17
2.3,10.7,0.641874,0.248333,0.089472,1.83E-19
2.3,10.8,0.638058,0.246621,0.090793,1.08E-25
2.3,10.9,0.63429,0.244964,0.092087,1.95E-20
2.3,11,0.63057,0.243358,0.093356,2.34E-17
2.3,11.1,0.626896,0.241801,0.0946,6.84E-18
2.3,11.2,0.623266,0.24029,0.095822,1.24E-18
2.3,11.3,0.619678,0.238822,0.097021,1.51E-18
2.3,11.4,0.616132,0.237396,0.098199,1.47E-18
2.3,11.5,0.612626,0.236009,0.099357,1.28E-18
2.3,11.6,0.609158,0.234659,0.100496,3.69E-21
2.3,11.7,0.605727,0.233344,0.101616,6.22E-22
2.3,11.8,0.602333,0.232063,0.102718,9.88E-23
2.3,11.9,0.598975,0.230814,0.103803,1.57E-22
2.3,12,0.59565,0.229596,0.104872,1.71E-24
2.3,12.1,0.592359,0.228407,0.105925,5.80E-27
2.3,12.2,0.589099,0.227246,0.106962,5.37E-16
2.3,12.3,0.585871,0.226112,0.107985,3.09E-17
2.3,12.4,0.582674,0.225003,0.108993,2.33E-26
2.3,12.5,0.579506,0.223919,0.109988,3.54E-25
2.3,12.6,0.576367,0.222859,0.11097,4.86E-24
2.3,12.7,0.573256,0.221821,0.111938,7.30E-23
2.3,12.8,0.570173,0.220806,0.112894,7.81E-21
2.3,12.9,0.567116,0.219811,0.113839,5.46E-24
2.3,13,0.564085,0.218836,0.114771,3.84E-21
2.3,13.1,0.561079,0.217881,0.115692,1.44E-20
2.3,13.2,0.558099,0.216945,0.116602,8.39E-20
