Skew,Kurtosis,b,c,d,_RHS_
0.5,0.9,1.446616,0.177227,-0.20763,1.21E-22
0.5,1,0.924098,0.073118,0.022982,9.80E-17
0.5,1.1,0.915501,0.071963,0.025768,2.40E-20
0.5,1.2,0.907234,0.070883,0.02843,5.25E-22
0.5,1.3,0.899266,0.06987,0.030981,8.97E-24
0.5,1.4,0.891574,0.068916,0.03343,1.26E-21
0.5,1.5,0.884134,0.068017,0.035787,9.64E-17
0.5,1.6,0.876927,0.067167,0.038059,3.45E-18
0.5,1.7,0.869936,0.06636,0.040252,3.94E-15
0.5,1.8,0.863145,0.065594,0.042373,2.70E-18
0.5,1.9,0.856541,0.064865,0.044426,1.35E-15
0.5,2,0.850111,0.064169,0.046417,2.17E-16
0.5,2.1,0.843844,0.063505,0.04835,7.61E-17
0.5,2.2,0.83773,0.062869,0.050227,9.11E-17
0.5,2.3,0.83176,0.06226,0.052054,1.35E-16
0.5,2.4,0.825925,0.061675,0.053833,7.62E-14
0.5,2.5,0.820218,0.061113,0.055566,6.29E-17
0.5,2.6,0.814633,0.060572,0.057257,1.34E-21
0.5,2.7,0.809162,0.060052,0.058907,5.75E-25
0.5,2.8,0.8038,0.05955,0.06052,1.12E-14
0.5,2.9,0.798541,0.059065,0.062096,1.80E-14
0.5,3,0.793381,0.058597,0.063638,2.80E-14
0.5,3.1,0.788315,0.058145,0.065147,4.26E-14
0.5,3.2,0.783338,0.057707,0.066625,6.33E-14
0.5,3.3,-1.51222,0.143196,0.248117,3.23E-25
0.5,3.4,-1.5139,0.14205,0.249314,1.09E-16
0.5,3.5,-1.51554,0.140926,0.250486,1.63E-17
0.5,3.6,-1.51712,0.139822,0.251633,3.37E-22
0.5,3.7,-1.51866,0.138739,0.252757,7.53E-25
0.5,3.8,0.755151,0.055343,0.074916,1.65E-21
0.5,3.9,0.750703,0.054987,0.076212,2.37E-23
0.5,4,0.746318,0.054641,0.077486,6.52E-17
0.5,4.1,0.741995,0.054304,0.07874,3.80E-23
0.5,4.2,0.737732,0.053975,0.079973,6.55E-20
0.5,4.3,0.733526,0.053655,0.081186,6.16E-16
0.5,4.4,0.729375,0.053343,0.082381,1.03E-15
0.5,4.5,0.725278,0.053038,0.083558,1.59E-15
0.5,4.6,0.721232,0.052741,0.084718,2.26E-15
0.5,4.7,0.717236,0.05245,0.08586,3.02E-15
0.5,4.8,0.713288,0.052166,0.086986,3.04E-15
0.5,4.9,0.709387,0.051889,0.088097,3.77E-15
0.5,5,0.705532,0.051617,0.089192,4.65E-15
0.5,5.1,0.70172,0.051352,0.090273,5.74E-15
0.5,5.2,0.697951,0.051092,0.091339,7.06E-15
0.5,5.3,0.694223,0.050838,0.092392,8.66E-15
0.5,5.4,0.690535,0.050589,0.093431,2.84E-22
0.5,5.5,0.686886,0.050345,0.094457,4.35E-22
0.5,5.6,0.683275,0.050105,0.09547,6.60E-22
0.5,5.7,0.679701,0.049871,0.096471,9.92E-22
0.5,5.8,0.676163,0.049641,0.097461,1.47E-21
0.5,5.9,0.67266,0.049416,0.098438,1.16E-23
0.5,6,0.66919,0.049195,0.099405,8.33E-24
0.5,6.1,0.665754,0.048978,0.10036,1.86E-23
0.5,6.2,0.66235,0.048765,0.101305,3.77E-27
0.5,6.3,0.658977,0.048555,0.102239,1.32E-17
0.5,6.4,0.655635,0.04835,0.103164,3.29E-23
0.5,6.5,0.652323,0.048148,0.104078,1.21E-25
0.5,6.6,0.64904,0.04795,0.104983,1.13E-23
0.5,6.7,0.645785,0.047755,0.105878,2.08E-15
0.5,6.8,0.642558,0.047563,0.106765,2.41E-24
0.5,6.9,0.639358,0.047374,0.107642,3.59E-26
0.5,7,0.636185,0.047189,0.108511,7.64E-19
0.5,7.1,0.633037,0.047007,0.109371,9.33E-19
0.5,7.2,0.629915,0.046827,0.110223,8.54E-19
0.5,7.3,0.626818,0.046651,0.111066,5.38E-19
0.5,7.4,0.623745,0.046477,0.111902,1.75E-19
0.5,7.5,0.620696,0.046306,0.11273,1.06E-23
0.5,7.6,0.617669,0.046137,0.113551,1.85E-23
0.5,7.7,0.614666,0.045971,0.114364,3.22E-23
0.5,7.8,0.611685,0.045808,0.11517,5.51E-23
0.5,7.9,0.608725,0.045646,0.115968,9.35E-23
0.5,8,0.605787,0.045488,0.11676,1.57E-22
0.5,8.1,0.60287,0.045331,0.117545,2.90E-27
0.5,8.2,0.599973,0.045177,0.118323,6.97E-27
0.5,8.3,0.597096,0.045025,0.119095,1.37E-26
0.5,8.4,0.594239,0.044875,0.11986,2.21E-26
0.5,8.5,0.591402,0.044727,0.120619,2.67E-26
0.5,8.6,0.588583,0.044581,0.121372,2.16E-26
0.5,8.7,0.585783,0.044438,0.122119,1.13E-19
0.5,8.8,0.583001,0.044296,0.12286,2.07E-19
0.5,8.9,0.580237,0.044156,0.123595,3.77E-19
0.5,9,0.577491,0.044017,0.124325,6.81E-19
0.5,9.1,0.574762,0.043881,0.125049,1.22E-18
0.5,9.2,0.57205,0.043746,0.125767,2.09E-15
0.5,9.3,0.569354,0.043614,0.12648,6.50E-21
0.5,9.4,0.566675,0.043482,0.127188,1.81E-18
0.5,9.5,0.564012,0.043353,0.127891,1.84E-17
0.5,9.6,0.561365,0.043225,0.128588,1.34E-16
0.5,9.7,0.558733,0.043098,0.129281,7.61E-16
0.5,9.8,0.556117,0.042973,0.129968,3.56E-15
0.5,9.9,0.553516,0.04285,0.130651,1.85E-22
0.5,10,0.550929,0.042728,0.131329,2.77E-22
0.5,10.1,0.548357,0.042608,0.132002,4.13E-22
0.5,10.2,0.5458,0.042489,0.132671,6.13E-22
0.5,10.3,0.543256,0.042371,0.133335,9.05E-22
0.5,10.4,0.540726,0.042255,0.133995,1.84E-22
0.5,10.5,0.53821,0.04214,0.13465,7.76E-22
0.5,10.6,0.535707,0.042026,0.135301,8.54E-19
0.5,10.7,0.533218,0.041914,0.135948,6.25E-19
0.5,10.8,0.530741,0.041802,0.13659,9.50E-16
0.5,10.9,0.528278,0.041692,0.137229,2.31E-24
0.5,11,0.525826,0.041584,0.137863,3.81E-24
0.5,11.1,0.523388,0.041476,0.138494,6.26E-24
0.5,11.2,0.520961,0.04137,0.139121,1.02E-23
0.5,11.3,0.518547,0.041265,0.139743,1.65E-23
0.5,11.4,0.516145,0.04116,0.140362,2.52E-14
0.5,11.5,0.513754,0.041057,0.140977,3.30E-21
0.5,11.6,0.511374,0.040955,0.141589,7.63E-28
0.5,11.7,0.509006,0.040854,0.142197,5.60E-27
0.5,11.8,0.50665,0.040755,0.142801,1.61E-28
0.5,11.9,0.504304,0.040656,0.143402,3.07E-17
0.5,12,0.50197,0.040558,0.143999,4.31E-17
0.5,12.1,0.499646,0.040461,0.144593,5.84E-17
0.5,12.2,0.497332,0.040365,0.145184,6.45E-18
0.5,12.3,0.495029,0.04027,0.145771,7.27E-21
0.5,12.4,0.492737,0.040176,0.146355,8.10E-22
0.5,12.5,0.490454,0.040083,0.146935,3.49E-23
0.5,12.6,0.488182,0.039991,0.147513,3.23E-22
0.5,12.7,0.485919,0.039899,0.148087,3.10E-18
0.5,12.8,0.483667,0.039809,0.148658,2.39E-19
0.5,12.9,0.481424,0.039719,0.149227,8.42E-20
0.5,13,0.47919,0.039631,0.149792,1.76E-20
0.5,13.1,0.476966,0.039543,0.150354,2.46E-21
0.5,13.2,0.474751,0.039456,0.150913,7.59E-20
0.5,13.3,0.472546,0.039369,0.151469,8.42E-29
0.5,13.4,0.470349,0.039284,0.152023,3.43E-18
0.5,13.5,0.468161,0.039199,0.152573,5.78E-18
0.5,13.6,0.465982,0.039115,0.153121,8.47E-18
0.5,13.7,0.463812,0.039032,0.153666,3.35E-25
0.5,13.8,0.461651,0.038949,0.154208,8.58E-23
0.5,13.9,0.459498,0.038868,0.154748,2.12E-25
0.5,14,0.457353,0.038786,0.155285,7.53E-26
0.5,14.1,0.455217,0.038706,0.155819,1.85E-27
0.5,14.2,0.453089,0.038626,0.156351,8.51E-26
0.5,14.3,0.450969,0.038548,0.15688,1.29E-16
0.5,14.4,0.448857,0.038469,0.157406,1.40E-17
0.5,14.5,0.446752,0.038392,0.15793,1.41E-18
0.5,14.6,0.444656,0.038315,0.158452,1.46E-26
0.5,14.7,0.442568,0.038238,0.158971,5.00E-23
0.5,14.8,0.440487,0.038163,0.159488,1.12E-21
0.5,14.9,0.438413,0.038088,0.160002,1.60E-21
0.5,15,0.436347,0.038013,0.160514,2.28E-21
0.5,15.1,1.57073,0.079811,-0.3192,1.01E-18
0.5,15.2,1.570753,0.079556,-0.31954,9.32E-17
0.5,15.3,1.570771,0.079303,-0.31989,3.88E-24
0.5,15.4,1.570787,0.079052,-0.32023,7.15E-18
0.5,15.5,1.570799,0.078803,-0.32057,1.08E-22
0.5,15.6,0.424104,0.037579,0.163538,9.54E-23
0.5,15.7,0.422088,0.037509,0.164034,1.85E-22
0.5,15.8,0.420079,0.037439,0.164528,3.53E-22
0.5,15.9,0.418076,0.03737,0.16502,6.67E-22
0.5,16,0.416081,0.037301,0.16551,2.38E-21
0.5,16.1,1.570807,0.077351,-0.32257,3.34E-25
0.5,16.2,0.412109,0.037165,0.166483,1.43E-26
0.5,16.3,1.570786,0.076883,-0.32322,2.80E-24
0.5,16.4,1.570771,0.076651,-0.32354,2.27E-28
0.5,16.5,1.570752,0.076421,-0.32386,4.24E-17
0.5,16.6,-1.57073,0.076193,0.32418,1.14E-25
0.5,16.7,-1.57071,0.075967,0.324498,1.30E-16
0.5,16.8,-1.57068,0.075742,0.324814,4.02E-22
0.5,16.9,-1.57065,0.07552,0.325128,1.27E-18
0.5,17,-1.57062,0.075298,0.325441,9.10E-18
0.5,17.1,0.394549,0.036579,0.170764,1.20E-18
0.5,17.2,0.392628,0.036516,0.17123,1.44E-18
0.5,17.3,0.390713,0.036454,0.171695,9.36E-16
0.5,17.4,0.388804,0.036392,0.172157,3.70E-16
0.5,17.5,0.386901,0.036331,0.172618,1.12E-16
0.5,17.6,-0.385,0.03627,-0.17308,5.08E-22
0.5,17.7,-0.38311,0.036209,-0.17353,2.63E-16
0.5,17.8,-0.38122,0.036149,-0.17399,9.49E-20
0.5,17.9,-0.37934,0.036089,-0.17444,6.42E-20
0.5,18,-0.37747,0.03603,-0.17489,2.90E-26
0.5,18.1,0.375597,0.035971,0.175345,7.69E-29
0.5,18.2,0.373732,0.035913,0.175793,7.78E-29
0.5,18.3,0.371872,0.035855,0.17624,1.30E-28
0.5,18.4,0.370017,0.035797,0.176685,1.53E-28
0.5,18.5,0.368168,0.03574,0.177129,1.81E-28
0.5,18.6,0.366324,0.035683,0.177571,3.41E-28
0.5,18.7,0.364485,0.035626,0.178011,4.78E-20
0.5,18.8,0.362651,0.03557,0.17845,5.42E-16
0.5,18.9,0.360822,0.035515,0.178887,7.94E-17
0.5,19,0.358998,0.035459,0.179322,4.10E-22
0.5,19.1,-1.56937,0.071009,0.331656,3.50E-19
0.5,19.2,-1.56929,0.07082,0.331937,9.46E-26
0.5,19.3,-1.5692,0.070633,0.332216,2.91E-25
0.5,19.4,-1.56911,0.070447,0.332493,1.78E-28
0.5,19.5,-1.56902,0.070261,0.33277,5.31E-19
0.5,19.6,0.348155,0.035135,0.181904,1.50E-27
0.5,19.7,0.346364,0.035082,0.182329,2.29E-27
0.5,19.8,0.344578,0.035029,0.182753,5.81E-17
0.5,19.9,0.342796,0.034977,0.183175,4.72E-26
0.5,20,0.341019,0.034925,0.183595,4.62E-22
0.6,-0.6,1.255115,0.192961,-0.10894,9.71E-05
0.6,-0.5,1.194656,0.167513,-0.08124,3.17E-17
0.6,-0.4,1.15762,0.151184,-0.06454,1.21E-22
0.6,-0.3,1.128259,0.139724,-0.05211,1.54E-18
0.6,-0.2,1.103223,0.130961,-0.04197,4.77E-15
0.6,-0.1,1.081321,0.123995,-0.03341,6.27E-16
0.6,0,1.061852,0.118302,-0.026,1.25E-14
0.6,0.1,1.044324,0.113546,-0.01949,2.27E-17
0.6,0.2,1.028376,0.109496,-0.01367,2.26E-20
0.6,0.3,1.013732,0.105994,-0.00842,4.06E-24
0.6,0.4,1.00018,0.102924,-0.00362,7.85E-15
0.6,0.5,0.987554,0.100203,0.000784,1.06E-16
0.6,0.6,0.975723,0.097768,0.004867,1.01E-18
0.6,0.7,0.96458,0.09557,0.008672,6.57E-21
0.6,0.8,1.404508,0.21777,-0.19293,6.70E-24
0.6,0.9,1.40967,0.216236,-0.19567,2.49E-16
0.6,1,1.414627,0.214642,-0.19831,2.98E-15
0.6,1.1,1.41939,0.213,-0.20085,1.95E-24
0.6,1.2,1.423973,0.211321,-0.20331,6.11E-26
0.6,1.3,0.908244,0.085709,0.027372,1.34E-24
0.6,1.4,0.900163,0.084447,0.029986,2.34E-26
0.6,1.5,0.892368,0.083262,0.032493,6.48E-15
0.6,1.6,0.884835,0.082146,0.034903,7.53E-16
0.6,1.7,0.877542,0.081092,0.037222,8.05E-17
0.6,1.8,0.870473,0.080094,0.03946,9.59E-19
0.6,1.9,0.86361,0.079148,0.041621,1.06E-18
0.6,2,0.85694,0.078248,0.043711,3.97E-19
0.6,2.1,0.850449,0.077391,0.045737,1.35E-19
0.6,2.2,0.844125,0.076573,0.047701,4.25E-20
0.6,2.3,0.837958,0.075791,0.049609,3.68E-24
0.6,2.4,0.83194,0.075042,0.051463,4.22E-23
0.6,2.5,0.82606,0.074324,0.053268,1.76E-22
0.6,2.6,0.820311,0.073635,0.055026,4.58E-22
0.6,2.7,0.814686,0.072973,0.056739,7.72E-22
0.6,2.8,0.809178,0.072335,0.058411,2.26E-21
0.6,2.9,0.803781,0.071721,0.060043,2.81E-18
0.6,3,0.79849,0.071128,0.061638,5.01E-18
0.6,3.1,0.793299,0.070556,0.063198,1.63E-24
0.6,3.2,0.788204,0.070003,0.064724,1.83E-23
0.6,3.3,0.7832,0.069468,0.066218,7.93E-23
0.6,3.4,0.778283,0.068951,0.067682,3.13E-22
0.6,3.5,0.773449,0.068449,0.069117,4.49E-20
0.6,3.6,0.768695,0.067963,0.070524,7.35E-26
0.6,3.7,0.764017,0.067491,0.071904,7.62E-19
0.6,3.8,0.759413,0.067033,0.073259,8.22E-16
0.6,3.9,0.754878,0.066587,0.07459,8.20E-15
0.6,4,0.750411,0.066154,0.075897,3.20E-21
0.6,4.1,0.746009,0.065733,0.077182,7.76E-21
0.6,4.2,0.74167,0.065323,0.078446,1.84E-20
0.6,4.3,0.73739,0.064924,0.079689,4.24E-20
0.6,4.4,0.733169,0.064535,0.080912,9.59E-20
0.6,4.5,-1.51247,0.160788,0.255402,3.36E-17
0.6,4.6,-1.51397,0.159615,0.256455,1.95E-18
0.6,4.7,-1.51542,0.158463,0.25749,1.50E-24
0.6,4.8,-1.51683,0.15733,0.258507,3.79E-23
0.6,4.9,-1.5182,0.156217,0.259506,2.58E-25
0.6,5,-1.51954,0.155122,0.260488,4.86E-20
0.6,5.1,-1.52083,0.154047,0.261453,6.92E-17
0.6,5.2,-1.52209,0.152989,0.262403,2.49E-22
0.6,5.3,-1.52332,0.151949,0.263336,4.50E-27
0.6,5.4,-1.52451,0.150927,0.264255,2.36E-17
0.6,5.5,-1.52568,0.149922,0.265159,4.81E-18
0.6,5.6,0.686392,0.060518,0.09427,7.24E-17
0.6,5.7,0.682772,0.060228,0.095289,1.59E-17
0.6,5.8,0.67919,0.059944,0.096296,3.16E-18
0.6,5.9,0.675644,0.059666,0.097291,5.55E-19
0.6,6,0.672133,0.059393,0.098274,8.50E-20
0.6,6.1,0.668656,0.059125,0.099245,3.32E-28
0.6,6.2,0.665213,0.058863,0.100205,1.09E-24
0.6,6.3,0.661802,0.058605,0.101155,1.40E-14
0.6,6.4,0.658422,0.058352,0.102094,1.87E-23
0.6,6.5,0.655074,0.058103,0.103022,3.36E-18
0.6,6.6,0.651755,0.057859,0.103941,2.12E-17
0.6,6.7,0.648466,0.057619,0.10485,4.60E-18
0.6,6.8,0.645206,0.057383,0.105749,9.48E-19
0.6,6.9,0.641974,0.057151,0.106639,1.85E-19
0.6,7,0.638769,0.056924,0.10752,3.98E-27
0.6,7.1,0.63559,0.056699,0.108393,6.74E-27
0.6,7.2,0.632438,0.056479,0.109256,1.13E-26
0.6,7.3,0.629311,0.056262,0.110112,1.89E-26
0.6,7.4,0.626209,0.056049,0.110959,3.16E-26
0.6,7.5,0.623132,0.055839,0.111798,3.91E-17
0.6,7.6,0.620078,0.055632,0.112629,6.65E-21
0.6,7.7,0.617048,0.055428,0.113453,1.37E-15
0.6,7.8,0.61404,0.055228,0.114269,1.50E-27
0.6,7.9,0.611055,0.05503,0.115078,5.39E-26
0.6,8,0.608092,0.054836,0.115879,7.77E-18
0.6,8.1,0.60515,0.054644,0.116674,1.16E-17
0.6,8.2,0.602229,0.054455,0.117461,1.73E-17
0.6,8.3,0.599329,0.054269,0.118242,2.55E-17
0.6,8.4,0.596449,0.054086,0.119017,3.75E-17
0.6,8.5,0.593589,0.053905,0.119784,5.46E-17
0.6,8.6,0.590748,0.053726,0.120546,9.80E-24
0.6,8.7,0.587927,0.05355,0.121301,6.55E-24
0.6,8.8,0.585124,0.053377,0.12205,2.31E-21
0.6,8.9,0.582339,0.053205,0.122794,2.59E-23
0.6,9,0.579572,0.053036,0.123531,1.45E-22
0.6,9.1,0.576823,0.05287,0.124263,4.03E-22
0.6,9.2,0.574092,0.052705,0.124989,1.29E-28
0.6,9.3,0.571377,0.052543,0.125709,3.52E-16
0.6,9.4,0.568679,0.052383,0.126424,4.23E-28
0.6,9.5,0.565998,0.052224,0.127134,4.92E-23
0.6,9.6,0.563332,0.052068,0.127839,2.34E-23
0.6,9.7,0.560683,0.051914,0.128538,2.92E-24
0.6,9.8,0.558049,0.051761,0.129232,4.79E-24
0.6,9.9,0.555431,0.051611,0.129922,1.28E-24
0.6,10,-1.55628,0.117333,0.295635,1.30E-15
0.6,10.1,-1.55665,0.116809,0.296157,3.71E-22
0.6,10.2,-1.557,0.11629,0.296674,2.38E-14
0.6,10.3,-1.55735,0.115778,0.297186,2.54E-17
0.6,10.4,-1.55768,0.115272,0.297694,4.62E-17
0.6,10.5,-1.55801,0.114771,0.298198,8.27E-22
0.6,10.6,0.537511,0.050605,0.134615,1.07E-19
0.6,10.7,0.535006,0.050468,0.135268,1.58E-19
0.6,10.8,0.532515,0.050333,0.135916,2.47E-20
0.6,10.9,0.530037,0.050199,0.13656,1.48E-19
0.6,11,0.527572,0.050067,0.1372,7.55E-19
0.6,11.1,0.525119,0.049936,0.137836,3.47E-18
0.6,11.2,0.522679,0.049806,0.138468,1.51E-17
0.6,11.3,0.520251,0.049678,0.139096,6.57E-17
0.6,11.4,0.517836,0.049551,0.13972,1.39E-16
0.6,11.5,0.515432,0.049426,0.14034,1.84E-16
0.6,11.6,0.51304,0.049301,0.140957,2.43E-16
0.6,11.7,0.510659,0.049179,0.141569,3.19E-16
0.6,11.8,0.50829,0.049057,0.142178,9.31E-20
0.6,11.9,0.505932,0.048937,0.142784,1.35E-19
0.6,12,1.562014,0.10789,-0.30527,1.81E-28
0.6,12.1,1.562226,0.107469,-0.30571,1.90E-22
0.6,12.2,1.562431,0.107052,-0.30615,1.47E-19
0.6,12.3,1.562631,0.10664,-0.30658,1.41E-15
0.6,12.4,1.562824,0.106232,-0.30701,7.70E-18
0.6,12.5,1.563011,0.105828,-0.30744,5.08E-26
0.6,12.6,0.489729,0.048128,0.146926,2.77E-25
0.6,12.7,0.487456,0.048017,0.147505,2.84E-25
0.6,12.8,0.485192,0.047907,0.14808,3.09E-24
0.6,12.9,0.482939,0.047798,0.148652,5.90E-25
0.6,13,0.480695,0.04769,0.149221,9.45E-26
0.6,13.1,0.478461,0.047583,0.149787,9.85E-23
0.6,13.2,0.476236,0.047477,0.15035,4.28E-22
0.6,13.3,0.47402,0.047372,0.15091,2.50E-28
0.6,13.4,0.471814,0.047269,0.151468,5.73E-19
0.6,13.5,0.469616,0.047166,0.152022,3.40E-18
0.6,13.6,0.467428,0.047064,0.152573,9.28E-17
0.6,13.7,0.465248,0.046963,0.153122,3.20E-27
0.6,13.8,0.463077,0.046862,0.153668,2.42E-22
0.6,13.9,0.460915,0.046763,0.154211,7.96E-16
0.6,14,0.458761,0.046665,0.154751,5.01E-26
0.6,14.1,0.456616,0.046567,0.155289,1.65E-15
0.6,14.2,0.454479,0.04647,0.155824,1.48E-15
0.6,14.3,0.45235,0.046375,0.156357,1.31E-15
0.6,14.4,0.45023,0.04628,0.156886,1.14E-15
0.6,14.5,0.448117,0.046185,0.157414,8.79E-19
0.6,14.6,0.446012,0.046092,0.157939,2.14E-16
0.6,14.7,0.443915,0.045999,0.158461,1.34E-21
0.6,14.8,0.441826,0.045908,0.158981,1.41E-23
0.6,14.9,0.439745,0.045816,0.159498,2.48E-18
0.6,15,0.437671,0.045726,0.160013,7.20E-19
0.6,15.1,0.435604,0.045637,0.160526,1.81E-23
0.6,15.2,0.433545,0.045548,0.161036,5.96E-29
0.6,15.3,0.431494,0.04546,0.161544,9.50E-18
0.6,15.4,0.429449,0.045372,0.16205,1.31E-21
0.6,15.5,0.427412,0.045286,0.162553,8.72E-25
0.6,15.6,0.425381,0.0452,0.163055,5.66E-24
0.6,15.7,0.423358,0.045114,0.163554,8.49E-16
0.6,15.8,0.421342,0.04503,0.16405,1.53E-16
0.6,15.9,0.419332,0.044946,0.164545,2.39E-16
0.6,16,0.417329,0.044863,0.165038,2.36E-23
0.6,16.1,0.415333,0.04478,0.165528,2.14E-27
0.6,16.2,0.413344,0.044698,0.166016,2.77E-22
0.6,16.3,0.411361,0.044617,0.166502,2.86E-22
0.6,16.4,0.409384,0.044536,0.166987,2.39E-22
0.6,16.5,0.407414,0.044456,0.167469,7.67E-24
0.6,16.6,0.405451,0.044376,0.167949,5.12E-24
0.6,16.7,0.403493,0.044297,0.168427,9.11E-24
0.6,16.8,0.401542,0.044219,0.168903,1.36E-23
0.6,16.9,0.399597,0.044141,0.169377,1.83E-23
0.6,17,0.397658,0.044064,0.16985,2.16E-23
0.6,17.1,0.395725,0.043987,0.17032,2.19E-23
0.6,17.2,0.393798,0.043911,0.170788,1.84E-23
0.6,17.3,0.391877,0.043836,0.171255,2.65E-22
0.6,17.4,0.389961,0.043761,0.17172,8.04E-29
0.6,17.5,0.388052,0.043687,0.172183,5.67E-29
0.6,17.6,0.386148,0.043613,0.172644,4.03E-22
0.6,17.7,0.38425,0.043539,0.173103,1.98E-25
0.6,17.8,0.382358,0.043467,0.173561,3.51E-27
0.6,17.9,0.380471,0.043394,0.174017,3.56E-20
0.6,18,0.378589,0.043323,0.174471,2.12E-24
0.6,18.1,0.376713,0.043251,0.174923,2.53E-24
0.6,18.2,0.374843,0.043181,0.175374,3.38E-24
0.6,18.3,0.372978,0.04311,0.175823,4.81E-24
0.6,18.4,0.371118,0.04304,0.17627,7.04E-24
0.6,18.5,0.369263,0.042971,0.176715,5.24E-18
0.6,18.6,0.367413,0.042902,0.177159,2.53E-26
0.6,18.7,0.365569,0.042834,0.177602,1.43E-17
0.6,18.8,0.36373,0.042766,0.178042,1.44E-20
0.6,18.9,0.361895,0.042698,0.178482,9.39E-18
0.6,19,0.360066,0.042631,0.178919,1.84E-18
0.6,19.1,0.358242,0.042565,0.179355,1.35E-19
0.6,19.2,0.356423,0.042499,0.17979,9.41E-19
0.6,19.3,0.354608,0.042433,0.180222,1.72E-17
0.6,19.4,0.352798,0.042368,0.180654,1.40E-16
0.6,19.5,0.350994,0.042303,0.181084,2.91E-24
0.6,19.6,0.349193,0.042239,0.181512,6.76E-24
0.6,19.7,0.347398,0.042175,0.181939,1.54E-23
0.6,19.8,0.345607,0.042111,0.182364,3.44E-23
0.6,19.9,0.343821,0.042048,0.182788,7.52E-23
0.6,20,0.342039,0.041985,0.183211,4.44E-16
0.7,-0.4,1.231488,0.219429,-0.10385,0.000109
0.7,-0.3,1.177698,0.192501,-0.07825,6.13E-14
0.7,-0.2,1.143572,0.174354,-0.06216,3.92E-17
0.7,-0.1,-1.29137,0.252761,0.141323,2.47E-14
0.7,0,1.092576,0.151656,-0.04028,1.56E-17
0.7,0.1,1.071697,0.143744,-0.0319,3.11E-21
0.7,0.2,1.052994,0.137244,-0.02462,8.28E-14
0.7,0.3,1.03606,0.131792,-0.0182,6.69E-16
0.7,0.4,1.020584,0.127139,-0.01245,3.93E-18
0.7,0.5,1.006325,0.123107,-0.00725,1.29E-22
0.7,0.6,0.993096,0.119569,-0.00251,8.72E-14
0.7,0.7,0.980745,0.116429,0.001865,2.95E-15
0.7,0.8,0.969151,0.113616,0.005917,8.43E-17
0.7,0.9,0.958216,0.111076,0.009694,2.04E-18
0.7,1,0.94786,0.108766,0.013236,1.76E-18
0.7,1.1,0.938015,0.10665,0.016571,1.13E-12
0.7,1.2,0.928625,0.104704,0.019723,7.28E-25
0.7,1.3,0.919644,0.102903,0.022715,3.54E-24
0.7,1.4,0.911032,0.10123,0.025562,4.21E-26
0.7,1.5,0.902753,0.099669,0.028279,1.78E-24
0.7,1.6,0.894778,0.098208,0.030879,2.69E-22
0.7,1.7,0.88708,0.096836,0.033373,3.49E-23
0.7,1.8,0.879638,0.095543,0.03577,1.42E-24
0.7,1.9,0.872432,0.094323,0.038078,5.33E-26
0.7,2,0.865443,0.093167,0.040304,1.49E-14
0.7,2.1,0.858656,0.092071,0.042454,2.73E-15
0.7,2.2,0.852057,0.091028,0.044535,4.78E-16
0.7,2.3,0.845634,0.090035,0.04655,1.77E-20
0.7,2.4,0.839374,0.089087,0.048506,1.39E-21
0.7,2.5,0.833269,0.088181,0.050404,9.91E-23
0.7,2.6,0.827308,0.087313,0.05225,6.42E-24
0.7,2.7,0.821484,0.086482,0.054047,3.76E-25
0.7,2.8,0.815788,0.085683,0.055796,4.90E-16
0.7,2.9,0.810214,0.084915,0.057502,7.95E-17
0.7,3,0.804754,0.084176,0.059167,1.94E-17
0.7,3.1,0.799404,0.083464,0.060792,4.62E-18
0.7,3.2,0.794158,0.082777,0.06238,1.07E-18
0.7,3.3,0.789011,0.082114,0.063933,2.41E-19
0.7,3.4,0.783957,0.081473,0.065453,6.69E-17
0.7,3.5,-1.46742,0.208929,0.234966,1.97E-17
0.7,3.6,-1.47,0.207241,0.236416,8.14E-25
0.7,3.7,0.769319,0.079671,0.069827,5.93E-16
0.7,3.8,0.764601,0.079107,0.071228,5.54E-16
0.7,3.9,0.759958,0.078559,0.072603,1.40E-15
0.7,4,0.755387,0.078028,0.073953,4.04E-16
0.7,4.1,0.750885,0.077512,0.075278,1.12E-16
0.7,4.2,0.74645,0.077009,0.076581,1.69E-25
0.7,4.3,0.742079,0.076521,0.077861,2.12E-24
0.7,4.4,0.73777,0.076045,0.079119,2.17E-23
0.7,4.5,0.733519,0.075582,0.080358,1.55E-21
0.7,4.6,0.729326,0.075131,0.081576,2.11E-21
0.7,4.7,0.725189,0.07469,0.082776,2.85E-21
0.7,4.8,0.721104,0.074261,0.083957,7.12E-21
0.7,4.9,0.717071,0.073842,0.08512,1.02E-20
0.7,5,0.713088,0.073433,0.086266,1.46E-20
0.7,5.1,0.709153,0.073033,0.087396,2.21E-24
0.7,5.2,0.705265,0.072642,0.08851,1.95E-24
0.7,5.3,0.701421,0.072261,0.089608,3.28E-24
0.7,5.4,0.697622,0.071887,0.090692,6.00E-24
0.7,5.5,0.693865,0.071521,0.091761,1.09E-23
0.7,5.6,0.69015,0.071164,0.092816,8.94E-20
0.7,5.7,0.686474,0.070813,0.093858,2.29E-18
0.7,5.8,0.682837,0.07047,0.094886,2.45E-21
0.7,5.9,0.679238,0.070134,0.095902,6.12E-15
0.7,6,0.675676,0.069805,0.096905,3.01E-16
0.7,6.1,0.672149,0.069482,0.097896,7.51E-16
0.7,6.2,0.668658,0.069165,0.098876,2.24E-15
